user_id,ad_source,platform,country,total_revenue,purchase_count,first_purchase_date,last_purchase_date,ltv_usd
102132,tiktok,android,LU,235,1,2025-12-12,2025-12-12,235.0
102133,instagram,ios,DE,23,1,2025-01-02,2025-01-02,23.0
102133,facebook,android,CY,5,1,2025-01-28,2025-01-28,5.0
102133,instagram,ios,AT,55,1,2025-02-07,2025-02-07,55.0
102133,instagram,ios,GR,23,1,2025-05-22,2025-05-22,23.0
102133,facebook,android,FI,113,2,2025-07-20,2025-12-12,169.5
102133,instagram,ios,BE,200,1,2025-08-24,2025-08-24,200.0
102133,facebook,android,ES,26,1,2025-09-09,2025-09-09,26.0
102134,affiliate,ios,FI,4,1,2025-01-01,2025-01-01,4.0
102134,facebook,android,CZ,5,1,2025-01-30,2025-01-30,5.0
102134,affiliate,ios,DE,21,1,2025-02-10,2025-02-10,21.0
102134,facebook,android,DK,153,1,2025-06-06,2025-06-06,153.0
102134,affiliate,ios,CY,48,2,2025-06-13,2025-08-10,72.0
102134,facebook,android,SI,68,1,2025-08-23,2025-08-23,68.0
102134,facebook,android,HU,110,1,2025-12-10,2025-12-10,110.0
102135,affiliate,ios,LU,6,1,2025-01-26,2025-01-26,6.0
102135,twitter,android,IT,7,1,2025-02-08,2025-02-08,7.0
102135,twitter,android,RO,111,1,2025-06-07,2025-06-07,111.0
102135,twitter,android,DE,212,1,2025-09-02,2025-09-02,212.0
102135,affiliate,ios,IE,144,1,2025-09-11,2025-09-11,144.0
102135,twitter,android,NL,15,1,2025-10-26,2025-10-26,15.0
102135,affiliate,ios,BG,226,1,2025-11-09,2025-11-09,226.0
102135,affiliate,ios,AT,260,1,2025-12-19,2025-12-19,260.0
102136,facebook,android,LT,11,1,2025-01-08,2025-01-08,11.0
102136,facebook,android,AT,48,1,2025-04-11,2025-04-11,48.0
102136,facebook,android,EE,110,1,2025-04-21,2025-04-21,110.0
102136,affiliate,android,SE,60,1,2025-05-23,2025-05-23,60.0
102136,affiliate,android,LT,48,1,2025-06-04,2025-06-04,48.0
102136,facebook,android,FI,167,1,2025-09-16,2025-09-16,167.0
102136,affiliate,android,GR,41,1,2025-10-31,2025-10-31,41.0
102136,affiliate,android,PL,23,1,2025-11-09,2025-11-09,23.0
102137,instagram,android,GR,3,1,2025-01-31,2025-01-31,3.0
102137,instagram,android,PT,48,1,2025-02-06,2025-02-06,48.0
102137,facebook,android,FR,38,1,2025-02-26,2025-02-26,38.0
102137,facebook,android,SI,48,1,2025-06-25,2025-06-25,48.0
102137,instagram,android,CZ,17,1,2025-07-09,2025-07-09,17.0
102137,instagram,android,CY,24,1,2025-10-15,2025-10-15,24.0
102137,facebook,android,FI,237,2,2025-11-25,2025-12-14,355.5
102138,instagram,ios,CZ,14,1,2025-03-03,2025-03-03,14.0
102138,affiliate,ios,EE,329,2,2025-03-04,2025-11-26,493.5
102138,instagram,ios,PT,110,1,2025-04-22,2025-04-22,110.0
102138,affiliate,ios,RO,23,1,2025-05-18,2025-05-18,23.0
102138,instagram,ios,LV,150,1,2025-06-26,2025-06-26,150.0
102138,instagram,ios,HR,40,1,2025-11-27,2025-11-27,40.0
102138,affiliate,ios,CY,55,1,2025-12-02,2025-12-02,55.0
102139,instagram,ios,EE,71,1,2025-03-02,2025-03-02,71.0
102139,instagram,ios,IT,9,1,2025-03-06,2025-03-06,9.0
102139,instagram,ios,GR,3,1,2025-03-15,2025-03-15,3.0
102139,instagram,ios,SK,46,1,2025-04-09,2025-04-09,46.0
102139,instagram,ios,LV,51,1,2025-06-08,2025-06-08,51.0
102139,instagram,ios,NL,62,1,2025-07-08,2025-07-08,62.0
102139,instagram,ios,DE,180,1,2025-08-19,2025-08-19,180.0
102139,instagram,ios,LU,185,1,2025-12-07,2025-12-07,185.0
102140,instagram,ios,RO,13,1,2025-01-06,2025-01-06,13.0
102140,google,android,LV,17,1,2025-01-24,2025-01-24,17.0
102140,instagram,ios,LT,137,2,2025-05-11,2025-09-23,205.5
102140,google,android,CZ,19,1,2025-05-29,2025-05-29,19.0
102140,instagram,ios,DE,116,1,2025-08-22,2025-08-22,116.0
102140,google,android,LU,192,1,2025-11-07,2025-11-07,192.0
102140,google,android,FR,113,1,2025-11-30,2025-11-30,113.0
102141,affiliate,android,CY,18,2,2025-01-29,2025-04-20,27.0
102141,affiliate,android,PT,33,1,2025-02-18,2025-02-18,33.0
102141,affiliate,android,RO,17,1,2025-02-25,2025-02-25,17.0
102141,affiliate,android,SI,23,1,2025-02-27,2025-02-27,23.0
102141,affiliate,android,SE,149,2,2025-03-30,2025-07-15,223.5
102141,affiliate,android,MT,51,1,2025-06-04,2025-06-04,51.0
102142,facebook,ios,ES,5,1,2025-01-29,2025-01-29,5.0
102142,affiliate,android,IT,6,1,2025-02-13,2025-02-13,6.0
102142,facebook,ios,IT,21,1,2025-04-28,2025-04-28,21.0
102142,affiliate,android,AT,65,1,2025-05-10,2025-05-10,65.0
102142,affiliate,android,ES,21,1,2025-06-03,2025-06-03,21.0
102142,facebook,ios,SI,124,1,2025-08-06,2025-08-06,124.0
102142,facebook,ios,PL,102,1,2025-09-06,2025-09-06,102.0
102142,affiliate,android,DE,162,1,2025-09-30,2025-09-30,162.0
102143,affiliate,android,DE,9,1,2025-03-05,2025-03-05,9.0
102143,tiktok,ios,HU,27,1,2025-03-28,2025-03-28,27.0
102143,affiliate,android,LU,117,1,2025-06-02,2025-06-02,117.0
102143,affiliate,android,NL,29,1,2025-09-13,2025-09-13,29.0
102143,affiliate,android,BE,153,1,2025-09-25,2025-09-25,153.0
102143,tiktok,ios,DE,95,1,2025-09-28,2025-09-28,95.0
102143,tiktok,ios,RO,29,1,2025-10-17,2025-10-17,29.0
102143,tiktok,ios,NL,14,1,2025-12-24,2025-12-24,14.0
102144,tiktok,android,MT,12,1,2025-01-17,2025-01-17,12.0
102144,facebook,android,ES,3,1,2025-03-06,2025-03-06,3.0
102144,tiktok,android,SE,220,2,2025-05-07,2025-05-31,330.0
102144,facebook,android,LU,69,1,2025-06-02,2025-06-02,69.0
102144,tiktok,android,FR,156,1,2025-08-02,2025-08-02,156.0
102144,facebook,android,BG,196,1,2025-08-13,2025-08-13,196.0
102144,facebook,android,HR,260,1,2025-12-05,2025-12-05,260.0
102145,facebook,android,SK,14,1,2025-01-12,2025-01-12,14.0
102145,facebook,android,DE,3,1,2025-01-28,2025-01-28,3.0
102145,google,android,BG,30,1,2025-05-24,2025-05-24,30.0
102145,facebook,android,IE,304,2,2025-07-01,2025-10-22,456.0
102145,google,android,HU,169,2,2025-07-07,2025-10-19,253.5
102145,google,android,EE,215,1,2025-12-01,2025-12-01,215.0
102146,facebook,android,PL,5,1,2025-02-05,2025-02-05,5.0
102146,google,ios,LU,16,1,2025-02-20,2025-02-20,16.0
102146,facebook,android,HR,57,1,2025-03-04,2025-03-04,57.0
102146,google,ios,PL,32,1,2025-03-11,2025-03-11,32.0
102146,facebook,android,IT,11,1,2025-03-17,2025-03-17,11.0
102146,google,ios,SE,81,1,2025-06-13,2025-06-13,81.0
102146,facebook,android,IE,255,1,2025-11-19,2025-11-19,255.0
102146,google,ios,LT,240,1,2025-12-17,2025-12-17,240.0
102147,affiliate,ios,BE,23,1,2025-01-02,2025-01-02,23.0
102147,facebook,ios,FI,16,1,2025-02-19,2025-02-19,16.0
102147,facebook,ios,DE,42,1,2025-02-21,2025-02-21,42.0
102147,facebook,ios,FR,110,1,2025-04-20,2025-04-20,110.0
102147,affiliate,ios,SE,138,1,2025-05-22,2025-05-22,138.0
102147,affiliate,ios,LV,54,1,2025-09-21,2025-09-21,54.0
102147,affiliate,ios,MT,91,1,2025-10-05,2025-10-05,91.0
102147,facebook,ios,ES,54,1,2025-11-09,2025-11-09,54.0
102148,google,ios,SK,11,1,2025-02-12,2025-02-12,11.0
102148,facebook,android,PL,142,2,2025-04-04,2025-10-13,213.0
102148,facebook,android,SK,138,1,2025-06-15,2025-06-15,138.0
102148,google,ios,BE,154,1,2025-07-29,2025-07-29,154.0
102148,google,ios,SI,86,1,2025-10-26,2025-10-26,86.0
102148,google,ios,BG,95,1,2025-10-27,2025-10-27,95.0
102148,facebook,android,MT,125,1,2025-12-23,2025-12-23,125.0
102149,instagram,android,CZ,6,1,2025-01-28,2025-01-28,6.0
102149,instagram,android,SE,35,1,2025-03-14,2025-03-14,35.0
102149,facebook,ios,LU,66,1,2025-04-01,2025-04-01,66.0
102149,instagram,android,GR,23,1,2025-04-23,2025-04-23,23.0
102149,facebook,ios,EE,60,1,2025-08-01,2025-08-01,60.0
102149,instagram,android,IT,7,1,2025-09-23,2025-09-23,7.0
102149,facebook,ios,MT,15,1,2025-10-29,2025-10-29,15.0
102149,facebook,ios,RO,105,1,2025-12-29,2025-12-29,105.0
102150,facebook,ios,SK,29,1,2025-02-07,2025-02-07,29.0
102150,facebook,ios,SE,33,1,2025-03-05,2025-03-05,33.0
102150,tiktok,android,PL,49,1,2025-04-26,2025-04-26,49.0
102150,tiktok,android,RO,42,1,2025-07-08,2025-07-08,42.0
102150,tiktok,android,CZ,33,1,2025-08-01,2025-08-01,33.0
102150,facebook,ios,PL,78,1,2025-08-29,2025-08-29,78.0
102150,tiktok,android,FR,248,1,2025-09-02,2025-09-02,248.0
102150,facebook,ios,LU,176,1,2025-10-26,2025-10-26,176.0
102151,facebook,ios,DE,14,1,2025-02-22,2025-02-22,14.0
102151,facebook,ios,SI,221,2,2025-03-01,2025-06-23,331.5
102151,facebook,ios,MT,20,1,2025-08-02,2025-08-02,20.0
102151,facebook,ios,LT,105,1,2025-10-16,2025-10-16,105.0
102151,facebook,ios,PL,141,2,2025-10-17,2025-12-25,211.5
102151,facebook,ios,SE,85,1,2025-12-24,2025-12-24,85.0
102152,tiktok,ios,SI,15,1,2025-01-04,2025-01-04,15.0
102152,facebook,android,SE,90,1,2025-04-22,2025-04-22,90.0
102152,tiktok,ios,BE,130,1,2025-05-01,2025-05-01,130.0
102152,facebook,android,MT,43,1,2025-05-09,2025-05-09,43.0
102152,facebook,android,EE,120,1,2025-05-18,2025-05-18,120.0
102152,facebook,android,RO,81,1,2025-06-27,2025-06-27,81.0
102152,tiktok,ios,HU,17,1,2025-10-20,2025-10-20,17.0
102152,tiktok,ios,LU,75,1,2025-12-20,2025-12-20,75.0
102153,facebook,android,NL,6,1,2025-01-17,2025-01-17,6.0
102153,instagram,android,EE,166,2,2025-04-03,2025-07-20,249.0
102153,instagram,android,AT,263,2,2025-09-11,2025-11-27,394.5
102153,facebook,android,LU,48,1,2025-10-08,2025-10-08,48.0
102153,facebook,android,SI,133,1,2025-11-17,2025-11-17,133.0
102153,facebook,android,DE,130,1,2025-12-24,2025-12-24,130.0
102154,instagram,ios,AT,14,1,2025-01-11,2025-01-11,14.0
102154,instagram,ios,LT,282,2,2025-07-21,2025-09-01,423.0
102154,twitter,ios,SK,130,1,2025-07-21,2025-07-21,130.0
102154,twitter,ios,BG,112,2,2025-08-09,2025-09-17,168.0
102154,twitter,ios,LT,214,1,2025-10-09,2025-10-09,214.0
102154,instagram,ios,ES,74,1,2025-11-03,2025-11-03,74.0
102155,twitter,ios,DK,152,3,2025-03-09,2025-06-11,304.0
102155,twitter,ios,IT,22,1,2025-05-20,2025-05-20,22.0
102155,twitter,ios,BG,144,1,2025-07-21,2025-07-21,144.0
102155,twitter,ios,IE,120,1,2025-08-07,2025-08-07,120.0
102155,twitter,ios,CZ,20,1,2025-09-24,2025-09-24,20.0
102155,twitter,ios,DE,177,1,2025-11-05,2025-11-05,177.0
102156,twitter,ios,LV,31,1,2025-02-05,2025-02-05,31.0
102156,tiktok,ios,IE,15,1,2025-03-07,2025-03-07,15.0
102156,twitter,ios,PL,26,1,2025-03-12,2025-03-12,26.0
102156,tiktok,ios,CZ,19,1,2025-06-08,2025-06-08,19.0
102156,tiktok,ios,SI,176,1,2025-09-04,2025-09-04,176.0
102156,twitter,ios,IE,36,1,2025-09-23,2025-09-23,36.0
102156,tiktok,ios,ES,32,1,2025-10-11,2025-10-11,32.0
102156,twitter,ios,RO,165,1,2025-12-05,2025-12-05,165.0
102157,google,android,CZ,9,1,2025-03-07,2025-03-07,9.0
102157,google,android,MT,98,2,2025-05-28,2025-07-29,147.0
102157,twitter,ios,NL,47,1,2025-07-01,2025-07-01,47.0
102157,twitter,ios,CY,47,1,2025-07-14,2025-07-14,47.0
102157,twitter,ios,BE,180,1,2025-09-25,2025-09-25,180.0
102157,twitter,ios,RO,152,1,2025-10-21,2025-10-21,152.0
102157,google,android,LT,105,1,2025-12-26,2025-12-26,105.0
102158,twitter,ios,FR,39,1,2025-02-09,2025-02-09,39.0
102158,affiliate,ios,LT,118,1,2025-05-05,2025-05-05,118.0
102158,twitter,ios,LT,33,1,2025-05-05,2025-05-05,33.0
102158,affiliate,ios,GR,14,1,2025-07-08,2025-07-08,14.0
102158,twitter,ios,DE,172,1,2025-07-10,2025-07-10,172.0
102158,twitter,ios,HU,63,1,2025-07-18,2025-07-18,63.0
102158,affiliate,ios,EE,80,1,2025-08-22,2025-08-22,80.0
102158,affiliate,ios,RO,162,1,2025-09-25,2025-09-25,162.0
102159,affiliate,android,FI,56,2,2025-01-03,2025-02-03,84.0
102159,google,ios,IT,32,1,2025-05-06,2025-05-06,32.0
102159,google,ios,LU,128,1,2025-05-24,2025-05-24,128.0
102159,affiliate,android,FR,56,1,2025-07-03,2025-07-03,56.0
102159,google,ios,BG,133,1,2025-10-05,2025-10-05,133.0
102159,google,ios,PL,129,1,2025-10-28,2025-10-28,129.0
102159,affiliate,android,BG,205,1,2025-12-13,2025-12-13,205.0
102160,instagram,android,PL,31,1,2025-04-09,2025-04-09,31.0
102160,affiliate,android,PL,47,1,2025-04-14,2025-04-14,47.0
102160,instagram,android,LT,23,1,2025-05-08,2025-05-08,23.0
102160,affiliate,android,BG,110,1,2025-05-17,2025-05-17,110.0
102160,affiliate,android,DE,135,1,2025-09-12,2025-09-12,135.0
102160,affiliate,android,HR,203,1,2025-09-22,2025-09-22,203.0
102160,instagram,android,SK,211,1,2025-11-20,2025-11-20,211.0
102160,instagram,android,LV,210,1,2025-12-19,2025-12-19,210.0
102161,affiliate,ios,CZ,7,1,2025-01-26,2025-01-26,7.0
102161,affiliate,ios,LT,120,2,2025-02-03,2025-07-09,180.0
102161,google,ios,LV,127,2,2025-03-02,2025-07-10,190.5
102161,google,ios,CZ,28,1,2025-06-13,2025-06-13,28.0
102161,affiliate,ios,CY,22,1,2025-09-04,2025-09-04,22.0
102161,google,ios,CY,40,1,2025-09-21,2025-09-21,40.0
102162,google,ios,BG,12,1,2025-01-23,2025-01-23,12.0
102162,instagram,ios,ES,36,3,2025-01-29,2025-05-27,72.0
102162,instagram,ios,CZ,18,1,2025-03-03,2025-03-03,18.0
102162,google,ios,PT,105,1,2025-07-05,2025-07-05,105.0
102162,google,ios,IT,57,1,2025-10-11,2025-10-11,57.0
102162,google,ios,GR,43,1,2025-10-23,2025-10-23,43.0
102163,instagram,ios,IE,15,1,2025-01-22,2025-01-22,15.0
102163,google,android,IT,11,1,2025-03-22,2025-03-22,11.0
102163,instagram,ios,HU,39,1,2025-03-31,2025-03-31,39.0
102163,google,android,CY,25,1,2025-04-02,2025-04-02,25.0
102163,google,android,BG,18,1,2025-04-07,2025-04-07,18.0
102163,google,android,LV,102,1,2025-04-28,2025-04-28,102.0
102163,instagram,ios,CZ,11,1,2025-07-10,2025-07-10,11.0
102163,instagram,ios,BG,54,1,2025-09-30,2025-09-30,54.0
102164,google,ios,PT,48,1,2025-05-24,2025-05-24,48.0
102164,instagram,ios,LU,183,2,2025-06-02,2025-06-12,274.5
102164,google,ios,RO,25,1,2025-07-01,2025-07-01,25.0
102164,instagram,ios,CY,28,1,2025-07-17,2025-07-17,28.0
102164,google,ios,LV,96,1,2025-08-04,2025-08-04,96.0
102164,instagram,ios,SK,168,1,2025-08-31,2025-08-31,168.0
102164,google,ios,IE,167,1,2025-11-16,2025-11-16,167.0
102165,tiktok,ios,DK,9,1,2025-03-01,2025-03-01,9.0
102165,tiktok,ios,LT,102,2,2025-03-18,2025-07-12,153.0
102165,tiktok,ios,CY,28,1,2025-07-13,2025-07-13,28.0
102165,tiktok,ios,HU,44,1,2025-07-27,2025-07-27,44.0
102165,tiktok,ios,SK,63,1,2025-09-08,2025-09-08,63.0
102165,tiktok,ios,NL,49,1,2025-11-12,2025-11-12,49.0
102165,tiktok,ios,MT,133,1,2025-11-24,2025-11-24,133.0
102166,twitter,ios,DE,11,1,2025-01-08,2025-01-08,11.0
102166,facebook,ios,FI,20,1,2025-05-07,2025-05-07,20.0
102166,facebook,ios,ES,8,1,2025-05-22,2025-05-22,8.0
102166,facebook,ios,EE,25,1,2025-07-04,2025-07-04,25.0
102166,twitter,ios,CY,39,1,2025-08-29,2025-08-29,39.0
102166,facebook,ios,AT,234,1,2025-09-20,2025-09-20,234.0
102166,twitter,ios,IE,201,1,2025-11-06,2025-11-06,201.0
102166,twitter,ios,ES,35,1,2025-12-31,2025-12-31,35.0
102167,affiliate,android,DK,5,1,2025-01-25,2025-01-25,5.0
102167,instagram,android,PT,33,1,2025-02-11,2025-02-11,33.0
102167,instagram,android,SI,71,1,2025-03-06,2025-03-06,71.0
102167,affiliate,android,FI,118,1,2025-05-27,2025-05-27,118.0
102167,instagram,android,FI,216,1,2025-08-25,2025-08-25,216.0
102167,affiliate,android,LT,122,1,2025-09-15,2025-09-15,122.0
102167,instagram,android,IE,86,1,2025-09-28,2025-09-28,86.0
102167,affiliate,android,IE,54,1,2025-11-05,2025-11-05,54.0
102168,google,ios,AT,14,1,2025-02-15,2025-02-15,14.0
102168,google,ios,HR,50,1,2025-03-08,2025-03-08,50.0
102168,twitter,ios,DE,35,1,2025-03-15,2025-03-15,35.0
102168,twitter,ios,FI,249,2,2025-03-16,2025-11-28,373.5
102168,google,ios,EE,80,1,2025-03-20,2025-03-20,80.0
102168,twitter,ios,PL,64,1,2025-08-14,2025-08-14,64.0
102168,google,ios,PL,69,1,2025-10-14,2025-10-14,69.0
102169,instagram,ios,PL,17,1,2025-03-25,2025-03-25,17.0
102169,instagram,ios,ES,45,1,2025-07-03,2025-07-03,45.0
102169,twitter,ios,LV,198,1,2025-09-02,2025-09-02,198.0
102169,twitter,ios,ES,81,1,2025-09-18,2025-09-18,81.0
102169,instagram,ios,CZ,32,1,2025-09-25,2025-09-25,32.0
102169,twitter,ios,SK,377,2,2025-11-18,2025-12-18,565.5
102169,instagram,ios,SK,120,1,2025-12-24,2025-12-24,120.0
102170,facebook,android,IE,80,1,2025-03-28,2025-03-28,80.0
102170,affiliate,ios,EE,94,1,2025-04-07,2025-04-07,94.0
102170,affiliate,ios,SE,55,1,2025-05-08,2025-05-08,55.0
102170,affiliate,ios,HU,64,1,2025-08-23,2025-08-23,64.0
102170,facebook,android,RO,36,1,2025-08-26,2025-08-26,36.0
102170,facebook,android,LU,203,1,2025-09-13,2025-09-13,203.0
102170,facebook,android,DE,167,1,2025-10-02,2025-10-02,167.0
102170,affiliate,ios,PL,111,1,2025-11-27,2025-11-27,111.0
102171,affiliate,ios,LU,18,1,2025-01-26,2025-01-26,18.0
102171,affiliate,ios,PL,21,1,2025-02-27,2025-02-27,21.0
102171,affiliate,ios,SE,30,1,2025-04-10,2025-04-10,30.0
102171,affiliate,android,HR,16,1,2025-04-12,2025-04-12,16.0
102171,affiliate,android,PT,62,1,2025-04-28,2025-04-28,62.0
102171,affiliate,android,SE,93,1,2025-05-24,2025-05-24,93.0
102171,affiliate,ios,EE,200,1,2025-08-28,2025-08-28,200.0
102171,affiliate,android,PL,72,1,2025-11-10,2025-11-10,72.0
102172,google,ios,FI,47,1,2025-03-07,2025-03-07,47.0
102172,affiliate,android,SE,9,1,2025-03-15,2025-03-15,9.0
102172,google,ios,CY,8,1,2025-05-07,2025-05-07,8.0
102172,google,ios,HU,63,1,2025-05-18,2025-05-18,63.0
102172,affiliate,android,MT,12,1,2025-08-19,2025-08-19,12.0
102172,affiliate,android,RO,122,1,2025-09-12,2025-09-12,122.0
102172,google,ios,AT,171,1,2025-10-01,2025-10-01,171.0
102172,affiliate,android,CZ,18,1,2025-10-22,2025-10-22,18.0
102173,affiliate,ios,IT,8,1,2025-03-03,2025-03-03,8.0
102173,affiliate,ios,MT,21,1,2025-06-10,2025-06-10,21.0
102173,affiliate,android,MT,42,1,2025-06-21,2025-06-21,42.0
102173,affiliate,ios,DE,57,1,2025-06-22,2025-06-22,57.0
102173,affiliate,android,NL,18,1,2025-06-29,2025-06-29,18.0
102173,affiliate,android,FI,36,1,2025-08-17,2025-08-17,36.0
102173,affiliate,android,PL,61,1,2025-09-13,2025-09-13,61.0
102173,affiliate,ios,BG,54,1,2025-11-11,2025-11-11,54.0
102174,instagram,ios,CZ,6,1,2025-01-11,2025-01-11,6.0
102174,instagram,ios,RO,81,1,2025-03-17,2025-03-17,81.0
102174,instagram,ios,PL,11,1,2025-04-15,2025-04-15,11.0
102174,affiliate,android,HU,93,1,2025-10-09,2025-10-09,93.0
102174,affiliate,android,NL,29,1,2025-10-12,2025-10-12,29.0
102174,affiliate,android,LU,110,1,2025-10-30,2025-10-30,110.0
102174,affiliate,android,FI,147,1,2025-11-07,2025-11-07,147.0
102174,instagram,ios,SK,30,1,2025-12-29,2025-12-29,30.0
102175,instagram,android,CY,20,1,2025-03-25,2025-03-25,20.0
102175,google,ios,PT,83,1,2025-03-28,2025-03-28,83.0
102175,instagram,android,BG,82,1,2025-04-11,2025-04-11,82.0
102175,instagram,android,LT,188,1,2025-08-25,2025-08-25,188.0
102175,google,ios,SK,68,1,2025-09-13,2025-09-13,68.0
102175,google,ios,GR,33,1,2025-09-30,2025-09-30,33.0
102175,google,ios,FI,235,1,2025-12-19,2025-12-19,235.0
102175,instagram,android,CZ,22,1,2025-12-23,2025-12-23,22.0
102176,tiktok,android,EE,20,1,2025-01-25,2025-01-25,20.0
102176,tiktok,android,IE,90,1,2025-05-21,2025-05-21,90.0
102176,tiktok,android,MT,35,1,2025-06-15,2025-06-15,35.0
102176,instagram,android,GR,42,1,2025-07-14,2025-07-14,42.0
102176,instagram,android,AT,168,1,2025-08-08,2025-08-08,168.0
102176,instagram,android,LT,214,1,2025-10-09,2025-10-09,214.0
102176,tiktok,android,HU,49,1,2025-11-08,2025-11-08,49.0
102176,instagram,android,HR,70,1,2025-12-21,2025-12-21,70.0
102177,facebook,ios,HU,10,1,2025-01-26,2025-01-26,10.0
102177,instagram,ios,DK,50,1,2025-03-14,2025-03-14,50.0
102177,facebook,ios,CY,26,1,2025-04-25,2025-04-25,26.0
102177,instagram,ios,DE,204,1,2025-08-21,2025-08-21,204.0
102177,facebook,ios,EE,221,1,2025-09-18,2025-09-18,221.0
102177,instagram,ios,CZ,11,1,2025-10-30,2025-10-30,11.0
102177,facebook,ios,PL,98,1,2025-12-20,2025-12-20,98.0
102177,instagram,ios,BE,235,1,2025-12-24,2025-12-24,235.0
102178,google,android,ES,3,1,2025-01-26,2025-01-26,3.0
102178,google,android,AT,20,1,2025-03-18,2025-03-18,20.0
102178,instagram,ios,IT,14,1,2025-05-08,2025-05-08,14.0
102178,instagram,ios,LU,188,2,2025-06-08,2025-12-12,282.0
102178,google,android,HU,42,1,2025-11-07,2025-11-07,42.0
102178,instagram,ios,RO,130,1,2025-12-08,2025-12-08,130.0
102178,google,android,CZ,19,1,2025-12-19,2025-12-19,19.0
102179,google,ios,HU,6,1,2025-01-01,2025-01-01,6.0
102179,google,ios,SI,55,1,2025-02-21,2025-02-21,55.0
102179,instagram,ios,IT,22,1,2025-05-20,2025-05-20,22.0
102179,instagram,ios,PL,32,1,2025-06-23,2025-06-23,32.0
102179,google,ios,RO,151,1,2025-07-18,2025-07-18,151.0
102179,google,ios,ES,16,1,2025-10-08,2025-10-08,16.0
102179,instagram,ios,NL,27,1,2025-11-04,2025-11-04,27.0
102179,instagram,ios,PT,45,1,2025-11-26,2025-11-26,45.0
102180,instagram,ios,LV,48,1,2025-02-14,2025-02-14,48.0
102180,affiliate,android,NL,12,1,2025-02-19,2025-02-19,12.0
102180,affiliate,android,ES,10,1,2025-02-24,2025-02-24,10.0
102180,instagram,ios,HR,55,1,2025-05-09,2025-05-09,55.0
102180,instagram,ios,HU,32,1,2025-05-13,2025-05-13,32.0
102180,instagram,ios,CY,14,1,2025-05-23,2025-05-23,14.0
102180,affiliate,android,SE,45,1,2025-06-29,2025-06-29,45.0
102180,affiliate,android,PT,119,1,2025-10-24,2025-10-24,119.0
102181,instagram,ios,SK,45,2,2025-01-24,2025-02-07,67.5
102181,instagram,ios,HU,33,1,2025-03-28,2025-03-28,33.0
102181,twitter,android,HR,50,1,2025-03-28,2025-03-28,50.0
102181,instagram,ios,EE,73,1,2025-05-10,2025-05-10,73.0
102181,twitter,android,CZ,42,1,2025-06-04,2025-06-04,42.0
102181,twitter,android,DE,144,1,2025-09-04,2025-09-04,144.0
102181,twitter,android,NL,90,1,2025-11-15,2025-11-15,90.0
102182,google,android,CY,26,2,2025-01-18,2025-07-12,39.0
102182,instagram,android,RO,75,1,2025-05-27,2025-05-27,75.0
102182,instagram,android,FR,75,1,2025-06-15,2025-06-15,75.0
102182,google,android,FR,120,1,2025-06-20,2025-06-20,120.0
102182,google,android,IT,8,1,2025-07-24,2025-07-24,8.0
102182,instagram,android,LU,98,1,2025-11-04,2025-11-04,98.0
102182,instagram,android,ES,20,1,2025-11-27,2025-11-27,20.0
102183,facebook,ios,PT,52,1,2025-02-21,2025-02-21,52.0
102183,facebook,ios,HU,51,1,2025-04-13,2025-04-13,51.0
102183,twitter,ios,DE,141,1,2025-06-12,2025-06-12,141.0
102183,facebook,ios,DK,52,1,2025-08-10,2025-08-10,52.0
102183,twitter,ios,PL,48,1,2025-09-27,2025-09-27,48.0
102183,twitter,ios,AT,195,1,2025-10-05,2025-10-05,195.0
102183,twitter,ios,LT,167,1,2025-11-29,2025-11-29,167.0
102183,facebook,ios,LT,225,1,2025-12-21,2025-12-21,225.0
102184,twitter,android,DE,14,1,2025-01-03,2025-01-03,14.0
102184,affiliate,android,PL,50,1,2025-04-20,2025-04-20,50.0
102184,affiliate,android,LU,128,1,2025-05-17,2025-05-17,128.0
102184,twitter,android,DK,100,1,2025-08-15,2025-08-15,100.0
102184,twitter,android,MT,52,1,2025-08-21,2025-08-21,52.0
102184,affiliate,android,PT,162,1,2025-09-26,2025-09-26,162.0
102184,twitter,android,BG,81,1,2025-10-31,2025-10-31,81.0
102184,affiliate,android,IE,255,1,2025-12-19,2025-12-19,255.0
102185,instagram,ios,HU,4,1,2025-01-20,2025-01-20,4.0
102185,twitter,android,CY,18,2,2025-02-18,2025-06-10,27.0
102185,twitter,android,SK,10,1,2025-02-22,2025-02-22,10.0
102185,twitter,android,PT,115,1,2025-05-04,2025-05-04,115.0
102185,instagram,ios,SE,186,1,2025-07-05,2025-07-05,186.0
102185,instagram,ios,LT,205,1,2025-10-16,2025-10-16,205.0
102185,instagram,ios,LU,30,1,2025-12-11,2025-12-11,30.0
102186,affiliate,ios,EE,14,1,2025-01-02,2025-01-02,14.0
102186,facebook,ios,CZ,8,1,2025-02-06,2025-02-06,8.0
102186,affiliate,ios,HU,5,1,2025-02-12,2025-02-12,5.0
102186,affiliate,ios,BE,44,1,2025-02-18,2025-02-18,44.0
102186,affiliate,ios,LT,38,1,2025-03-07,2025-03-07,38.0
102186,facebook,ios,PL,45,1,2025-04-03,2025-04-03,45.0
102186,facebook,ios,NL,52,1,2025-07-09,2025-07-09,52.0
102186,facebook,ios,EE,188,1,2025-08-14,2025-08-14,188.0
102187,tiktok,ios,SE,59,2,2025-01-25,2025-02-04,88.5
102187,tiktok,ios,BE,18,1,2025-03-07,2025-03-07,18.0
