date_day,ad_source,campaign_name,country,platform,spend_usd,impressions,clicks,installs,conversions
2025-12-09,affiliate,aff_spring,DK,ios,110.56,"8,820",197,28,3
2025-04-04,instagram,ig_retargeting,FR,android,132.46,"6,543",82,20,4
2025-08-10,facebook,fb_brand_awareness,EE,ios,355.92,"13,626",236,47,13
2025-01-16,facebook,fb_app_install,SK,ios,232.5,"13,229",380,125,21
2025-09-16,google,google_pmax_2025,SE,android,214.62,"7,019",487,91,19
2025-09-17,instagram,ig_app_install,SE,ios,76.54,"5,836",90,17,1
2025-06-12,tiktok,tt_creator_push,AT,ios,86.73,"5,395",72,23,5
2025-06-11,google,google_search_brand,LU,ios,121.57,"9,848",414,57,11
2025-11-10,affiliate,aff_autumn,HR,ios,51.1,"8,717",204,18,2
2025-01-05,instagram,ig_retargeting,BG,ios,381.81,"18,914",693,87,24
2025-01-13,tiktok,tt_app_installs,IE,ios,196.9,"11,723",502,61,9
2025-06-29,affiliate,aff_spring,FI,android,46.65,"4,551",40,2,0
2025-07-09,tiktok,tt_conversion_2025,SE,ios,20.42,"4,615",124,27,2
2025-12-19,tiktok,tt_creator_push,CZ,android,201.01,"10,626",133,34,3
2025-03-04,google,google_pmax_2025,FI,ios,152.11,"15,837",750,200,26
2025-09-09,affiliate,aff_winter,DK,android,167.15,"13,561",329,42,6
2025-02-06,google,google_youtube_video,SI,android,296.31,"9,676",326,83,22
2025-12-12,facebook,fb_app_install,ES,ios,62.74,"9,975",304,55,16
2025-10-11,facebook,fb_retargeting,SK,ios,114.26,"8,636",148,36,8
2025-10-12,twitter,x_retargeting,HU,ios,61.29,"7,813",55,10,2
2025-03-01,facebook,fb_retargeting,LU,ios,209.56,"8,229",242,36,5
2025-02-13,instagram,ig_retargeting,BE,ios,326.33,"20,253",390,83,18
2025-05-18,instagram,ig_app_install,DE,ios,153.43,"7,349",298,87,12
2025-03-15,google,google_pmax_2025,DE,ios,192.15,"7,655",463,118,27
2025-09-30,instagram,ig_app_install,IE,android,86.12,"4,312",78,18,3
2025-05-06,instagram,ig_retargeting,ES,ios,128.38,"12,638",344,45,3
2025-01-26,affiliate,aff_winter,LT,ios,35.43,"6,117",148,11,2
2025-06-16,twitter,x_retargeting,BG,android,205.75,"15,828",320,24,1
2025-08-28,affiliate,aff_winter,SK,android,138.51,"13,130",190,12,1
2025-09-08,tiktok,tt_conversion_2025,PT,android,133.58,"6,949",293,43,9
2025-07-04,google,google_search_brand,BE,ios,70.31,"4,124",132,11,2
2025-06-24,facebook,fb_app_install,ES,ios,248.38,"11,460",109,27,3
2025-06-23,facebook,fb_conversion_2025,CZ,ios,150.73,"6,884",121,28,8
2025-03-24,facebook,fb_retargeting,LV,ios,52.87,"8,699",169,28,8
2025-07-04,tiktok,tt_spark_ads,BE,ios,87.38,"7,140",389,94,6
2025-10-11,affiliate,aff_spring,GR,android,16.02,"6,513",48,5,0
2025-04-26,tiktok,tt_app_installs,ES,android,116.71,"13,563",695,139,29
2025-06-19,google,google_pmax_2025,CZ,ios,309.13,"12,459",316,26,2
2025-11-05,twitter,x_web_conversions,NL,android,48.45,"8,905",83,7,1
2025-01-08,google,google_youtube_video,LT,ios,109.37,"4,786",324,41,3
2025-11-16,instagram,ig_retargeting,SE,android,182,"9,352",394,68,10
2025-11-19,twitter,x_app_installs,DE,android,118.74,"7,486",68,4,0
2025-08-11,tiktok,tt_app_installs,LT,android,45.56,"4,186",93,10,1
2025-10-15,tiktok,tt_app_installs,BE,ios,29.09,"2,521",61,19,2
2025-08-12,facebook,fb_conversion_2025,EE,android,195.73,"8,907",96,33,8
2025-08-17,google,google_pmax_2025,BG,android,221.64,"7,059",149,35,4
2025-08-28,affiliate,aff_summer,LT,ios,58.62,"6,263",107,7,0
2025-07-31,tiktok,tt_creator_push,MT,ios,34.9,"3,507",70,12,3
2025-08-12,instagram,ig_story_launch,CY,android,36.84,"5,736",223,51,3
2025-09-16,twitter,x_web_conversions,DE,android,217.75,"14,085",280,52,7
2025-10-27,affiliate,aff_winter,GR,android,69.26,"10,133",105,19,3
2025-05-16,instagram,ig_story_launch,SK,ios,51.7,"7,447",80,13,1
2025-11-15,twitter,x_app_installs,PL,android,177.59,"11,577",75,10,1
2025-09-27,facebook,fb_brand_awareness,DK,ios,41.95,"3,868",43,8,0
2025-11-19,tiktok,tt_creator_push,NL,android,40.37,"7,884",416,99,5
2025-03-28,facebook,fb_retargeting,CY,ios,98.27,"14,522",193,40,7
2025-06-11,facebook,fb_conversion_2025,ES,ios,256.59,"17,114",159,55,6
2025-12-08,facebook,fb_brand_awareness,FI,ios,356.19,"19,896",373,108,6
2025-05-12,twitter,x_app_installs,FI,android,73.5,"7,969",75,16,3
2025-02-20,affiliate,aff_spring,LU,android,154.51,"14,491",280,23,1
2025-02-14,tiktok,tt_conversion_2025,LT,ios,117.84,"6,023",266,27,4
2025-02-08,tiktok,tt_conversion_2025,LT,ios,104.84,"16,961",326,36,7
2025-07-27,tiktok,tt_spark_ads,EE,ios,69.02,"3,891",193,28,7
2025-06-03,affiliate,aff_winter,CY,android,27.94,"6,088",80,10,2
2025-09-14,twitter,x_awareness,SK,ios,139.11,"8,752",217,40,7
2025-03-11,twitter,x_awareness,IE,android,14.81,"3,221",67,8,1
2025-04-06,instagram,ig_app_install,EE,android,128.23,"9,962",212,52,10
2025-01-26,affiliate,aff_spring,GR,android,10.18,"3,682",16,2,0
2025-10-26,instagram,ig_app_install,FR,android,99.28,"8,192",320,88,13
2025-02-13,facebook,fb_brand_awareness,BE,android,299.2,"16,710",354,96,25
2025-05-12,google,google_youtube_video,CZ,android,165.06,"5,909",320,66,16
2025-12-27,google,google_pmax_2025,BE,ios,502.14,"18,240",562,104,7
2025-08-23,tiktok,tt_conversion_2025,SK,android,162.62,"8,295",183,39,9
2025-06-23,google,google_display_retargeting,FR,ios,165.53,"6,487",260,65,10
2025-09-10,affiliate,aff_winter,PT,ios,97.68,"8,392",209,32,4
2025-08-05,tiktok,tt_creator_push,FR,android,91.67,"6,882",283,60,5
2025-05-20,google,google_pmax_2025,LT,ios,88.65,"6,673",271,22,3
2025-07-22,instagram,ig_app_install,GR,ios,137.6,"7,182",143,41,8
2025-11-06,twitter,x_web_conversions,SE,android,307.14,"19,306",365,46,8
2025-06-16,google,google_display_retargeting,IT,ios,257.08,"8,592",268,22,5
2025-05-12,affiliate,aff_summer,BE,android,34.75,"3,654",84,8,1
2025-11-09,affiliate,aff_winter,FR,ios,75.01,"7,448",37,2,0
2025-11-06,instagram,ig_retargeting,DK,android,69.73,"4,705",79,19,1
2025-09-03,instagram,ig_reels_push,MT,android,112.66,"5,991",154,42,5
2025-08-29,affiliate,aff_winter,HU,ios,102.39,"10,140",245,38,4
2025-02-20,instagram,ig_app_install,BG,ios,95.99,"6,711",207,21,5
2025-04-05,affiliate,aff_autumn,LT,android,162.56,"13,049",325,48,2
2025-06-04,affiliate,aff_winter,LU,ios,107.3,"10,038",141,11,1
2025-01-01,twitter,x_web_conversions,EE,ios,254.35,"18,754",394,86,4
2025-11-05,affiliate,aff_spring,LV,ios,102.36,"16,274",195,29,5
2025-03-15,instagram,ig_story_launch,PL,android,186.21,"7,956",188,47,9
2025-08-14,instagram,ig_app_install,IE,ios,70.33,"4,983",210,21,6
2025-05-30,affiliate,aff_winter,BG,android,48.11,"5,534",92,15,2
2025-11-15,google,google_youtube_video,HR,android,322.9,"10,691",531,111,27
2025-03-10,twitter,x_retargeting,SI,ios,242.95,"13,674",92,14,1
2025-07-11,facebook,fb_retargeting,DK,ios,72.6,"7,760",195,56,8
2025-03-10,facebook,fb_app_install,DE,android,139.97,"14,913",303,51,5
2025-01-14,facebook,fb_retargeting,SE,ios,341.22,"12,654",440,139,17
2025-12-20,instagram,ig_story_launch,DE,android,40.68,"7,900",156,46,10
2025-10-22,affiliate,aff_autumn,FI,android,19.04,"6,360",156,9,2
2025-02-24,twitter,x_app_installs,SK,android,50.14,"12,000",110,23,1
2025-06-08,facebook,fb_retargeting,HU,android,322.91,"12,832",398,55,15
2025-09-14,twitter,x_awareness,CY,ios,158.34,"22,069",427,83,17
2025-01-11,facebook,fb_conversion_2025,NL,ios,124.61,"7,541",96,22,4
2025-05-21,facebook,fb_conversion_2025,HR,android,263.61,"10,193",210,69,11
2025-06-15,instagram,ig_retargeting,HU,android,174.79,"9,703",231,59,14
2025-06-02,google,google_search_brand,MT,ios,250.08,"7,155",471,130,38
2025-10-05,tiktok,tt_conversion_2025,CZ,ios,170.35,"13,080",299,95,17
2025-08-25,instagram,ig_retargeting,BG,ios,118.65,"9,132",185,55,11
2025-10-06,tiktok,tt_spark_ads,DE,android,59.74,"11,255",383,69,11
2025-04-11,tiktok,tt_app_installs,BG,android,302.76,"16,540",509,155,16
2025-12-11,facebook,fb_conversion_2025,CY,android,71.16,"6,765",109,18,3
2025-10-15,affiliate,aff_winter,SE,android,72.15,"9,233",177,28,2
2025-02-23,affiliate,aff_winter,SI,android,39.16,"7,919",44,3,0
2025-12-10,instagram,ig_story_launch,HU,android,72.03,"11,631",457,48,11
2025-08-10,tiktok,tt_app_installs,LT,ios,154.07,"9,890",468,105,10
2025-07-06,facebook,fb_retargeting,IE,ios,315.59,"20,382",505,136,12
2025-11-21,facebook,fb_retargeting,BE,ios,206.65,"7,514",261,46,3
2025-07-24,google,google_youtube_video,HU,ios,157.77,"7,543",167,20,6
2025-06-17,facebook,fb_brand_awareness,CY,android,154.42,"13,807",406,51,11
2025-05-21,facebook,fb_conversion_2025,SK,ios,87.47,"9,088",210,70,13
2025-09-03,facebook,fb_retargeting,SI,ios,407.23,"21,904",425,130,21
2025-12-30,google,google_pmax_2025,GR,ios,298.4,"9,076",610,112,16
2025-06-15,tiktok,tt_conversion_2025,IE,ios,102.73,"9,918",505,101,10
2025-09-18,tiktok,tt_creator_push,IE,ios,163.04,"9,509",193,29,6
2025-08-24,twitter,x_web_conversions,LT,android,12.07,"2,992",23,3,0
2025-07-15,google,google_search_brand,HR,ios,140.43,"6,731",335,87,9
2025-01-05,google,google_search_brand,ES,android,172.14,"16,352",823,166,53
2025-05-10,instagram,ig_reels_push,FR,ios,166.67,"7,072",251,67,16
2025-01-15,tiktok,tt_conversion_2025,IE,ios,90.03,"9,562",467,106,6
2025-09-12,instagram,ig_retargeting,PL,android,92.89,"8,821",298,59,13
2025-06-09,twitter,x_app_installs,BE,ios,60.03,"7,433",76,5,1
2025-12-14,affiliate,aff_summer,IT,ios,48.88,"6,211",124,17,3
2025-05-09,twitter,x_app_installs,LT,android,72.91,"7,550",61,9,0
2025-06-05,twitter,x_app_installs,ES,android,46.27,"7,514",130,19,3
2025-07-28,google,google_display_retargeting,AT,android,64.71,"5,447",144,38,4
2025-10-19,google,google_display_retargeting,HU,android,278.86,"8,056",370,102,9
2025-11-25,twitter,x_retargeting,SI,android,211.11,"18,247",482,93,14
2025-04-22,twitter,x_retargeting,BG,android,28.36,"6,202",178,25,5
2025-04-29,instagram,ig_reels_push,MT,android,168.15,"11,927",228,26,7
2025-12-25,affiliate,aff_spring,CY,android,81.65,"9,645",128,15,2
2025-09-19,twitter,x_app_installs,FR,ios,71.52,"13,481",247,35,7
2025-08-29,twitter,x_awareness,MT,ios,77.83,"5,924",52,7,1
2025-07-21,instagram,ig_retargeting,HR,ios,160.61,"14,554",231,57,11
2025-04-29,instagram,ig_reels_push,SI,ios,48.24,"7,430",289,53,10
2025-01-03,tiktok,tt_creator_push,MT,ios,24.23,"5,288",194,59,6
2025-06-01,tiktok,tt_app_installs,LU,android,116.14,"8,300",179,45,6
2025-02-06,instagram,ig_story_launch,PL,ios,112.22,"5,527",95,11,2
2025-07-06,tiktok,tt_creator_push,AT,android,364.2,"17,737",905,118,11
2025-09-07,instagram,ig_retargeting,FR,ios,208.77,"11,025",382,100,9
2025-09-08,twitter,x_web_conversions,DE,android,41.98,"3,048",88,12,1
2025-04-02,affiliate,aff_spring,LT,ios,122.57,"8,845",117,11,1
2025-12-04,affiliate,aff_winter,SE,android,64.54,"9,895",63,8,1
2025-02-11,facebook,fb_conversion_2025,IE,ios,33.27,"2,360",31,6,2
2025-11-05,instagram,ig_story_launch,DE,ios,156.6,"10,055",369,75,15
2025-02-25,twitter,x_web_conversions,HU,android,134.35,"10,641",240,40,5
2025-06-24,twitter,x_web_conversions,IE,android,64.13,"6,975",183,26,5
2025-12-04,facebook,fb_brand_awareness,MT,android,312.29,"18,524",312,68,17
2025-01-05,google,google_youtube_video,PL,ios,246.24,"9,094",278,38,6
2025-06-18,instagram,ig_app_install,LU,android,130.38,"22,298",426,84,17
2025-08-06,tiktok,tt_app_installs,PT,ios,127.74,"8,648",197,54,12
2025-09-16,instagram,ig_reels_push,MT,android,43.11,"7,524",329,35,5
2025-07-04,facebook,fb_conversion_2025,SE,ios,314.8,"12,498",422,101,12
2025-03-14,google,google_youtube_video,LU,ios,171.67,"18,041",414,51,4
2025-10-13,instagram,ig_reels_push,LT,android,29.98,"2,141",47,9,1
2025-12-08,affiliate,aff_winter,AT,ios,25.61,"2,926",54,5,0
2025-04-09,tiktok,tt_conversion_2025,AT,ios,71.01,"8,027",298,41,5
2025-11-03,affiliate,aff_autumn,NL,android,81.24,"6,132",67,6,0
2025-01-18,tiktok,tt_app_installs,BE,ios,133.91,"10,421",263,37,6
2025-02-15,tiktok,tt_conversion_2025,BG,ios,184.56,"9,018",128,15,1
2025-09-24,affiliate,aff_spring,SE,android,173.95,"12,976",147,14,1
2025-05-05,facebook,fb_app_install,BG,android,204.26,"9,221",151,32,5
2025-11-04,twitter,x_app_installs,NL,android,89.44,"8,791",254,42,8
2025-08-10,facebook,fb_conversion_2025,PL,ios,175.84,"9,015",283,74,16
2025-04-03,affiliate,aff_summer,BE,android,100.12,"19,730",433,42,3
2025-09-20,tiktok,tt_conversion_2025,PL,ios,38.4,"4,459",78,8,0
2025-05-01,twitter,x_retargeting,PL,android,94.67,"13,544",161,23,4
2025-06-20,affiliate,aff_spring,BE,android,13.01,"3,770",73,11,1
2025-04-19,instagram,ig_reels_push,FI,ios,116.64,"8,557",202,56,10
2025-08-03,tiktok,tt_creator_push,IT,android,80.02,"7,940",148,25,6
2025-11-22,tiktok,tt_conversion_2025,BE,android,150.87,"7,168",176,33,5
2025-04-24,instagram,ig_story_launch,SI,android,279.66,"23,701",287,49,5
2025-03-21,affiliate,aff_spring,NL,ios,65.48,"12,060",178,28,1
2025-04-28,google,google_search_brand,LU,ios,404.93,"16,353",1109,143,39
2025-04-14,affiliate,aff_autumn,SK,android,62.98,"17,502",348,34,5
2025-06-04,tiktok,tt_app_installs,CZ,ios,18.17,"4,262",180,51,5
2025-02-22,google,google_search_brand,HU,android,589.94,"18,351",947,254,42
2025-10-05,facebook,fb_retargeting,DK,ios,66.59,"9,107",119,18,2
2025-05-16,tiktok,tt_conversion_2025,BG,ios,204.36,"16,073",879,144,12
2025-07-27,google,google_pmax_2025,RO,ios,195.49,"8,551",548,134,10
2025-01-23,instagram,ig_reels_push,HU,ios,179.28,"8,020",309,34,7
2025-06-16,tiktok,tt_app_installs,IT,ios,364.32,"17,244",711,104,22
2025-03-01,instagram,ig_retargeting,PT,ios,153.11,"7,580",232,38,9
2025-12-15,facebook,fb_retargeting,AT,android,97.08,"7,708",175,46,8
2025-07-25,facebook,fb_retargeting,SI,android,188.64,"7,445",111,17,1
2025-12-17,instagram,ig_reels_push,CY,android,161.11,"10,854",433,96,25
2025-07-25,tiktok,tt_spark_ads,HU,ios,67.16,"9,589",325,89,13
2025-08-31,instagram,ig_retargeting,IT,ios,112.87,"14,766",195,42,6
2025-10-16,affiliate,aff_summer,FR,android,59.28,"12,667",112,20,1
2025-06-27,twitter,x_app_installs,SK,ios,56.49,"8,252",106,11,2
2025-02-01,twitter,x_awareness,BE,ios,172.14,"11,900",75,16,2
2025-01-07,tiktok,tt_spark_ads,LT,ios,119.9,"11,437",411,76,13
2025-02-21,facebook,fb_brand_awareness,FI,android,51.31,"7,313",116,33,9
2025-08-02,facebook,fb_retargeting,IT,ios,70.14,"4,102",125,21,5
2025-10-15,affiliate,aff_summer,SE,ios,151.9,"11,189",220,20,1
2025-07-17,tiktok,tt_creator_push,LU,ios,47.12,"4,909",120,36,8
2025-03-18,instagram,ig_story_launch,SK,android,218.83,"10,221",160,35,9
2025-02-10,affiliate,aff_spring,CZ,ios,57.74,"6,862",91,9,0
2025-09-12,facebook,fb_retargeting,PL,ios,136.39,"11,524",202,54,6
2025-05-18,tiktok,tt_conversion_2025,HR,ios,135.3,"10,036",243,37,6
2025-05-19,google,google_youtube_video,CZ,android,55.22,"4,256",150,34,8
2025-12-25,affiliate,aff_autumn,ES,android,70.75,"9,797",194,14,2
2025-11-20,instagram,ig_story_launch,SE,ios,237.58,"12,603",375,91,8
2025-03-14,twitter,x_web_conversions,HR,ios,68.53,"3,969",30,4,0
2025-12-13,twitter,x_awareness,IE,ios,64.92,"15,877",309,38,3
2025-07-24,google,google_display_retargeting,MT,android,344.18,"10,474",456,104,14
2025-10-12,affiliate,aff_winter,LV,android,90.69,"9,621",232,24,1
2025-08-09,tiktok,tt_app_installs,IT,android,148.39,"11,283",476,78,4
2025-05-14,affiliate,aff_winter,HU,android,125.94,"14,152",258,20,1
2025-11-19,instagram,ig_story_launch,LT,ios,48.51,"9,140",317,56,13
2025-10-04,facebook,fb_conversion_2025,SI,ios,178.84,"13,970",358,44,7
2025-10-15,tiktok,tt_conversion_2025,BG,ios,172.32,"18,035",854,112,5
2025-02-01,instagram,ig_retargeting,PL,android,257.61,"13,299",464,94,10
2025-01-07,google,google_display_retargeting,BG,android,139.83,"4,872",274,23,5
2025-07-12,affiliate,aff_summer,AT,android,34.9,"10,872",271,14,2
2025-08-15,twitter,x_retargeting,HR,android,37.82,"9,115",71,10,1
2025-09-06,tiktok,tt_conversion_2025,SK,ios,113.96,"12,483",309,37,3
2025-10-02,twitter,x_web_conversions,BG,ios,76.15,"8,436",129,16,3
2025-09-04,google,google_youtube_video,IT,ios,283.14,"9,289",559,112,35
2025-05-05,twitter,x_awareness,EE,android,129.88,"7,555",223,33,4
2025-03-26,twitter,x_awareness,ES,ios,160.24,"13,894",406,52,11
2025-01-07,instagram,ig_retargeting,BE,android,39.41,"7,257",106,18,3
2025-06-19,facebook,fb_retargeting,PT,android,120.23,"8,691",223,54,12
2025-11-30,affiliate,aff_summer,LT,android,32.63,"4,964",42,6,1
2025-04-03,affiliate,aff_spring,FR,android,138.34,"10,193",103,9,0
2025-07-26,affiliate,aff_winter,PL,ios,132.77,"10,721",144,14,2
2025-01-04,google,google_pmax_2025,IT,android,120.6,"14,840",879,157,38
2025-10-12,facebook,fb_brand_awareness,BG,android,75.96,"6,676",142,44,8
2025-09-13,instagram,ig_retargeting,LU,android,37.46,"7,420",287,60,6
2025-04-04,tiktok,tt_creator_push,LV,ios,48,"10,290",376,49,7
2025-11-28,twitter,x_web_conversions,AT,android,25.54,"4,548",61,13,2
2025-10-23,google,google_youtube_video,SI,ios,339.43,"10,828",730,92,16
2025-12-30,twitter,x_app_installs,SK,android,145.83,"12,391",315,40,4
2025-11-06,tiktok,tt_creator_push,HU,ios,69.98,"10,524",179,20,1
2025-06-07,twitter,x_retargeting,LT,android,41.61,"12,962",312,34,4
2025-02-26,affiliate,aff_spring,SE,ios,18.51,"5,428",119,14,2
2025-10-24,google,google_display_retargeting,LV,ios,97.03,"9,328",482,102,6
2025-06-20,affiliate,aff_summer,PT,ios,81.36,"5,997",26,2,0
2025-07-31,tiktok,tt_conversion_2025,PT,ios,30.33,"2,782",150,32,4
2025-08-17,google,google_search_brand,RO,android,164.31,"14,544",306,28,3
2025-03-18,facebook,fb_conversion_2025,SI,android,187.22,"7,703",217,59,17
2025-09-18,tiktok,tt_spark_ads,PT,android,96.32,"11,775",543,84,7
2025-05-09,twitter,x_app_installs,AT,ios,118.44,"8,732",243,16,1
2025-10-26,instagram,ig_reels_push,LU,ios,142.41,"11,667",354,99,14
2025-02-27,affiliate,aff_summer,GR,android,135.39,"10,027",168,18,3
2025-07-04,google,google_display_retargeting,LT,android,252.82,"7,836",430,105,9
2025-10-28,tiktok,tt_creator_push,DK,ios,245.97,"11,865",262,41,9
2025-09-19,google,google_pmax_2025,CZ,ios,310.27,"11,718",448,102,14
2025-01-05,affiliate,aff_spring,PT,android,27.01,"8,061",164,9,2
2025-07-23,tiktok,tt_conversion_2025,DK,ios,89.82,"16,977",886,275,45
2025-08-16,google,google_youtube_video,CZ,android,567.63,"16,824",495,109,9
2025-01-23,facebook,fb_conversion_2025,CZ,android,82.28,"8,116",150,51,15
2025-11-27,affiliate,aff_autumn,CZ,android,81.15,"9,897",162,13,1
2025-03-22,tiktok,tt_conversion_2025,MT,ios,115.95,"11,363",532,100,18
2025-12-01,tiktok,tt_conversion_2025,RO,ios,45.11,"5,663",231,62,9
2025-12-11,google,google_pmax_2025,HR,ios,321.39,"11,185",292,69,17
2025-03-05,twitter,x_app_installs,LU,android,32.16,"3,912",37,7,1
2025-10-16,google,google_pmax_2025,AT,android,176.52,"13,516",696,106,34
2025-03-25,twitter,x_awareness,HU,android,17.42,"3,863",97,10,1
2025-12-09,facebook,fb_conversion_2025,SI,android,172.99,"8,748",123,31,8
2025-03-28,affiliate,aff_summer,SE,android,44.59,"7,316",100,12,1
2025-10-24,instagram,ig_app_install,DK,android,40.86,"2,570",79,16,3
2025-07-25,affiliate,aff_winter,PT,ios,40.43,"7,041",94,7,0
2025-10-06,facebook,fb_brand_awareness,NL,android,77.03,"3,004",73,11,2
2025-05-07,instagram,ig_app_install,DK,android,47.8,"2,243",34,6,1
2025-01-17,twitter,x_web_conversions,FI,ios,32.88,"1,991",20,4,1
2025-05-28,facebook,fb_conversion_2025,DK,android,193.68,"18,841",450,128,38
2025-12-03,google,google_search_brand,DE,android,121.56,"7,286",375,59,6
2025-02-19,tiktok,tt_app_installs,DE,android,64.08,"6,685",343,53,7
2025-09-15,instagram,ig_app_install,DK,ios,103.72,"9,765",129,37,2
2025-08-15,google,google_display_retargeting,SE,android,377.47,"11,918",255,71,10
2025-11-26,tiktok,tt_app_installs,EE,android,110.71,"8,629",350,87,18
2025-09-04,tiktok,tt_spark_ads,BE,ios,185.17,"8,868",355,41,2
2025-09-12,twitter,x_awareness,CY,ios,122.54,"16,737",408,61,12
2025-11-12,google,google_search_brand,BE,android,278.67,"13,985",568,136,31
2025-06-29,instagram,ig_story_launch,HU,ios,77.86,"10,266",169,31,3
2025-08-23,affiliate,aff_autumn,LU,ios,88.67,"7,222",176,9,1
2025-08-07,twitter,x_web_conversions,SI,android,30.54,"7,641",109,12,1
2025-03-14,facebook,fb_conversion_2025,GR,ios,159.7,"5,997",151,47,12
2025-10-16,instagram,ig_reels_push,HU,ios,84.44,"5,850",192,27,4
2025-10-20,instagram,ig_reels_push,LU,android,139.06,"19,407",722,103,21
2025-05-13,tiktok,tt_app_installs,DE,android,124.14,"9,431",478,122,19
2025-02-02,tiktok,tt_creator_push,FI,android,213.82,"10,062",316,56,4
2025-11-23,instagram,ig_retargeting,LV,android,109.48,"6,095",269,33,5
2025-08-15,twitter,x_awareness,SK,android,183.78,"10,337",144,12,2
2025-08-29,twitter,x_awareness,SK,android,103.3,"12,487",138,10,1
2025-03-23,google,google_pmax_2025,ES,android,330.84,"9,928",681,127,13
2025-08-06,instagram,ig_retargeting,FR,ios,113.2,"6,502",264,30,4
2025-06-19,facebook,fb_brand_awareness,DE,ios,82,"4,635",148,35,7
2025-09-20,instagram,ig_app_install,BE,ios,79.61,"13,154",239,67,18
2025-06-16,instagram,ig_reels_push,GR,ios,186.1,"18,386",779,195,44
2025-03-26,twitter,x_web_conversions,BG,ios,228.72,"18,746",152,17,3
2025-09-24,instagram,ig_app_install,ES,android,35.18,"5,500",81,24,4
2025-05-20,google,google_search_brand,DK,ios,266.23,"9,158",493,51,11
2025-01-05,google,google_pmax_2025,LV,ios,214.06,"11,395",412,55,4
2025-07-26,twitter,x_web_conversions,PL,android,93.75,"10,691",274,21,3
2025-01-09,twitter,x_web_conversions,PT,ios,53.21,"13,742",292,23,5
2025-09-13,google,google_pmax_2025,FR,android,350.6,"10,681",405,61,15
2025-09-28,tiktok,tt_creator_push,CY,android,32.11,"5,132",166,30,5
2025-03-25,affiliate,aff_spring,IE,android,227.18,"18,482",393,66,9
2025-01-02,affiliate,aff_autumn,SK,android,57.66,"8,471",175,24,4
2025-06-20,affiliate,aff_autumn,CY,ios,108.24,"9,601",99,11,1
2025-02-05,instagram,ig_reels_push,LT,ios,167.52,"8,598",306,71,15
2025-08-11,google,google_pmax_2025,DK,ios,456.81,"14,309",306,84,13
2025-05-26,twitter,x_web_conversions,ES,ios,82.02,"8,133",236,20,1
2025-07-16,affiliate,aff_winter,SK,ios,36.48,"5,973",114,15,1
2025-08-21,instagram,ig_app_install,CY,ios,147.52,"10,389",453,50,4
2025-07-30,twitter,x_web_conversions,SE,ios,67.91,"14,505",396,82,13
2025-03-07,affiliate,aff_summer,NL,ios,35.16,"6,201",114,16,1
2025-04-02,facebook,fb_brand_awareness,SK,ios,185.34,"7,243",156,29,3
2025-10-11,facebook,fb_retargeting,IE,android,99.39,"8,618",267,43,7
2025-09-03,tiktok,tt_conversion_2025,DK,android,109.51,"5,580",112,35,6
2025-09-23,google,google_search_brand,LU,ios,347.82,"10,022",459,58,7
2025-08-07,tiktok,tt_creator_push,LT,ios,317.71,"15,129",264,72,11
2025-07-18,affiliate,aff_autumn,CZ,ios,126.01,"9,328",119,18,2
2025-12-05,google,google_youtube_video,IT,android,83.71,"8,213",275,49,11
2025-03-21,google,google_pmax_2025,LU,android,74.32,"8,015",345,37,8
2025-03-18,tiktok,tt_conversion_2025,HU,ios,65.68,"13,311",236,34,5
2025-11-26,twitter,x_app_installs,DE,ios,30.14,"3,050",76,12,2
2025-10-01,twitter,x_app_installs,LT,android,133.3,"9,617",200,19,2
2025-10-29,tiktok,tt_conversion_2025,SK,ios,149.68,"9,422",148,42,6
2025-01-30,tiktok,tt_app_installs,LU,ios,70.61,"8,840",268,34,4
2025-09-11,affiliate,aff_autumn,HR,android,39.81,"11,902",51,3,0
2025-11-06,instagram,ig_app_install,IT,ios,109.9,"10,825",314,71,19
2025-10-08,instagram,ig_story_launch,ES,ios,106.11,"5,362",91,11,1
2025-12-16,twitter,x_web_conversions,SE,ios,14.6,"1,865",42,7,1
2025-11-22,google,google_display_retargeting,CZ,ios,159.48,"6,589",287,41,9
2025-11-19,twitter,x_web_conversions,SK,android,125.6,"11,841",78,16,2
2025-01-19,instagram,ig_app_install,SK,android,185.72,"9,184",282,41,5
2025-06-01,google,google_search_brand,PL,android,248.16,"10,925",713,136,40
2025-02-27,instagram,ig_retargeting,EE,ios,117.46,"5,127",183,43,7
2025-08-17,google,google_pmax_2025,RO,ios,468.96,"13,794",348,49,15
2025-03-25,twitter,x_web_conversions,DE,android,108.73,"8,943",90,16,2
2025-02-01,google,google_youtube_video,HR,android,171.73,"6,050",405,78,17
2025-12-03,affiliate,aff_autumn,SK,android,20.24,"4,131",41,3,0
2025-08-17,instagram,ig_retargeting,ES,android,137.88,"8,844",125,26,3
2025-07-15,google,google_display_retargeting,AT,android,374.14,"10,968",632,154,22
2025-04-04,google,google_pmax_2025,MT,android,90.41,"5,645",322,78,21
2025-03-06,twitter,x_app_installs,CZ,android,125.69,"8,322",168,30,4
2025-09-04,twitter,x_retargeting,AT,ios,114.36,"9,557",211,17,3
2025-09-30,twitter,x_web_conversions,IT,ios,80.44,"7,757",204,40,4
2025-10-27,instagram,ig_app_install,DE,ios,95.54,"17,465",765,166,18
2025-10-18,affiliate,aff_autumn,SI,android,99.25,"7,734",46,5,0
2025-01-09,affiliate,aff_winter,DK,android,154.19,"11,158",216,19,2
