invoice_id;user_id;plan_id;plan_duration;transaction_date;subscription_price;discount_applied;fees_charged;amount_paid
CsBso1hqh0;fV8jbjbpTr;3ZksraziGv;Monthly;2022-08-19;$30,00;$0,00;$1,67;$28,33
nDh0jWVqii;oFYQvy2RKR;3ZksraziGv;Monthly;2022-08-19;$30,00;$7,50;$1,45;$21,05
Hu5TL4a5wr;A/GLdZhRQD;3ZksraziGv;Monthly;2022-08-19;$30,00;$0,00;$1,67;$28,33
zVJGegqvls;qDqI1QMmnC;3ZksraziGv;Monthly;2022-08-19;$30,00;$0,00;$1,97;$28,03
ojJ87xNQSw;WkDuYURpZk;3ZksraziGv;Monthly;2022-08-19;$30,00;$0,00;$1,97;$28,03
TtFMs9q6da;43RFgDt4kL;3ZksraziGv;Monthly;2022-08-19;$30,00;$0,00;$1,97;$28,03
lSqH9CWkNE;hnuLNPyskX;3ZksraziGv;Monthly;2022-08-19;$30,00;$30,00;-$30,00;$30,00
84rVMk5KX3;nWMe8pX5KT;3ZksraziGv;Monthly;2022-08-19;$30,00;$0,00;$2,64;$27,36
8wke6UFRVa;MPttUzTPKs;3ZksraziGv;Monthly;2022-08-19;$30,00;$0,00;$1,67;$28,33
DKrbRYZCKB;huM7m/9AGK;4tWDsR5/vb;Annual;2022-08-19;$275,00;$77,00;$20,33;$177,67
GMJuawOv1z;s7x+GvVNO0;3ZksraziGv;Monthly;2022-08-19;$30,00;$0,00;$1,67;$28,33
uVeQrwE94H;iC4QHuTbg3;3ZksraziGv;Monthly;2022-08-19;$30,00;$0,00;$1,67;$28,33
a/6dVlMEKe;LweTpwTRm/;3ZksraziGv;Monthly;2022-08-19;$30,00;$0,00;$1,67;$28,33
RjHZw+gmnA;OvBtFCrUn/;3ZksraziGv;Monthly;2022-08-19;$30,00;$0,00;$1,67;$28,33
tveRq7Mxa5;dfIJPjUzHx;3ZksraziGv;Monthly;2022-08-19;$30,00;$0,00;$2,64;$27,36
t2RaarZeq0;w7KJ7icFtA;3ZksraziGv;Monthly;2022-08-20;$30,00;$0,00;$0,00;$30,00
k8MF3849A1;evivd+TwZw;3ZksraziGv;Monthly;2022-08-20;$30,00;$0,00;$0,00;$30,00
mRCWYvUOPQ;hXxjUzmenz;3ZksraziGv;Monthly;2022-08-20;$30,00;$0,00;$2,64;$27,36
vkCW0Ij2Cs;q9KJ8L2TiO;3ZksraziGv;Monthly;2022-08-20;$30,00;$0,00;$0,00;$30,00
w3aNUe0qSE;Ujk4rR1mxo;3ZksraziGv;Monthly;2022-08-20;$30,00;$0,00;$3,09;$26,91
jj+Y3veDfW;UCl97QWe7j;3ZksraziGv;Monthly;2022-08-20;$30,00;$0,00;$1,67;$28,33
NkaJEoC7B2;zVwpYdZveN;3ZksraziGv;Monthly;2022-08-20;$30,00;$0,00;$1,67;$28,33
4xyepLfbbt;m6ROGbS0YH;3ZksraziGv;Monthly;2022-08-20;$30,00;$0,00;$1,97;$28,03
n4rf0fwn3D;X+lN/5SZfe;3ZksraziGv;Monthly;2022-08-20;$30,00;$0,00;$1,67;$28,33
GRpJsl2dI7;UvCklSdTaG;3ZksraziGv;Monthly;2022-08-20;$30,00;$0,00;$2,64;$27,36
OeEoNfz0v5;u3Sk/Q8nU6;3ZksraziGv;Monthly;2022-08-20;$30,00;$0,00;$1,67;$28,33
Qh8qr/sdn9;pvmTHUAR+K;3ZksraziGv;Monthly;2022-08-20;$30,00;$0,00;$1,97;$28,03
supyc/HheY;kgYf3M2CnL;3ZksraziGv;Monthly;2022-08-20;$30,00;$0,00;$3,09;$26,91
7VJ1Gtix3J;IbqJT0AIGs;3ZksraziGv;Monthly;2022-08-20;$30,00;$0,00;$0,00;$30,00
kAmkWaDGoC;qInP0TtA+O;3ZksraziGv;Monthly;2022-08-20;$30,00;$0,00;$1,97;$28,03
8vBLW3Q9HT;8VL8LHHlBA;3ZksraziGv;Monthly;2022-08-20;$30,00;$0,00;$3,09;$26,91
n4hYnou16m;sCwt+MXXy0;3ZksraziGv;Monthly;2022-08-20;$30,00;$0,00;$1,67;$28,33
N8GEfUH8sF;w4bh10dhsh;3ZksraziGv;Monthly;2022-08-20;$30,00;$0,00;$1,67;$28,33
T4w8eTP61z;bNi+z1JgKa;3ZksraziGv;Monthly;2022-08-20;$30,00;$0,00;$3,09;$26,91
x9veS4UHdG;8FwP2W2PJh;3ZksraziGv;Monthly;2022-08-20;$30,00;$0,00;$3,09;$26,91
ILjLVd5dxL;QzcKV1IP1Y;3ZksraziGv;Monthly;2022-08-20;$30,00;$0,00;$0,00;$30,00
+E5r+G02Ms;U9ibWpA8NL;3ZksraziGv;Monthly;2022-08-20;$30,00;$0,00;$3,09;$26,91
GHeov8g9w0;CtNcVnYlp9;3ZksraziGv;Monthly;2022-08-20;$30,00;$0,00;$1,67;$28,33
UdEvujP+9m;JHeYwUbX9E;3ZksraziGv;Monthly;2022-08-20;$30,00;$0,00;$1,67;$28,33
tmTU/HBUvU;rcrjIfgOXM;3ZksraziGv;Monthly;2022-08-20;$30,00;$0,00;$1,67;$28,33
fa92V7zum2;VQ4UkdwAG9;3ZksraziGv;Monthly;2022-08-20;$30,00;$0,00;$2,64;$27,36
PkJ2Vdyf2E;w9n0LwnqFc;3ZksraziGv;Monthly;2022-08-20;$30,00;$0,00;$1,67;$28,33
5S//Lmb1Xw;O6MRBVzZYi;3ZksraziGv;Monthly;2022-08-20;$30,00;$0,00;$1,67;$28,33
EdKUnjlDnN;yHc3Y/cV+h;3ZksraziGv;Monthly;2022-08-20;$30,00;$0,00;$1,67;$28,33
AbnyW/RfJb;tjSH1Xz+sx;3ZksraziGv;Monthly;2022-08-20;$30,00;$0,00;$1,67;$28,33
BfhGOhiloi;R/uYa6y5Lr;3ZksraziGv;Monthly;2022-08-20;$30,00;$0,00;$3,09;$26,91
TNY0UU7cqG;sZ4WnA/RHJ;3ZksraziGv;Monthly;2022-08-20;$30,00;$0,00;$1,67;$28,33
bUI7VMynAQ;HJyJ6rk+hT;3ZksraziGv;Monthly;2022-08-20;$30,00;$0,00;$3,09;$26,91
9tn2pPUswI;tl+Lvj7/NT;3ZksraziGv;Monthly;2022-08-20;$30,00;$0,00;$1,67;$28,33
mdCb0NdGm6;mb++RrXVpw;3ZksraziGv;Monthly;2022-08-20;$30,00;$0,00;$1,97;$28,03
bv1eLbnYfm;SLytHhj/4w;3ZksraziGv;Monthly;2022-08-20;$30,00;$0,00;$2,64;$27,36
km+q6Bv9Hi;zArK2HRX7a;3ZksraziGv;Monthly;2022-08-20;$30,00;$0,00;$1,67;$28,33
DxhtoZinPX;45pUcK32S8;3ZksraziGv;Monthly;2022-08-20;$30,00;$0,00;$3,09;$26,91
LzXkAAU00A;fw/4Mg/MIG;3ZksraziGv;Monthly;2022-08-20;$30,00;$0,00;$1,67;$28,33
cyWWQ0EMvu;q9KJ8L2TiO;3ZksraziGv;Monthly;2022-08-21;$30,00;$0,00;$0,00;$30,00
mFE1Oy0AC5;F2ZzRVCB9V;3ZksraziGv;Monthly;2022-08-21;$30,00;$0,00;$2,64;$27,36
nPIu7Fk8/k;pTVmIpPZaC;3ZksraziGv;Monthly;2022-08-21;$30,00;$0,00;$2,64;$27,36
62X9ZRgotF;OECYjUMyHX;3ZksraziGv;Monthly;2022-08-21;$30,00;$0,00;$1,67;$28,33
pByZk5u82o;3qhBq9GKAE;3ZksraziGv;Monthly;2022-08-21;$30,00;$0,00;$1,97;$28,03
e4Da3T41M+;2W5boN8+hg;3ZksraziGv;Monthly;2022-08-21;$30,00;$0,00;$0,00;$30,00
wIE8u6LgMp;9y0pC9yaPz;3ZksraziGv;Monthly;2022-08-21;$30,00;$0,00;$2,64;$27,36
+K/W9Y/gAv;tADq7SwCaC;3ZksraziGv;Monthly;2022-08-21;$30,00;$0,00;$1,67;$28,33
4Nj2Evjwdi;C+LXJub3D+;3ZksraziGv;Monthly;2022-08-21;$30,00;$0,00;$1,67;$28,33
/voiAbNSY7;T0LaGoAYI2;3ZksraziGv;Monthly;2022-08-21;$30,00;$0,00;$1,97;$28,03
URFeGMWIZn;+M9zaTaAy0;3ZksraziGv;Monthly;2022-08-21;$30,00;$0,00;$1,67;$28,33
38iEiYiUJ3;zS1gIQhdux;3ZksraziGv;Monthly;2022-08-21;$30,00;$0,00;$2,64;$27,36
gAHx7uoy4E;4oBfzhRSRk;3ZksraziGv;Monthly;2022-08-21;$30,00;$0,00;$1,67;$28,33
kEzGoeuAU2;6Wj4p/dBIe;3ZksraziGv;Monthly;2022-08-21;$30,00;$0,00;$1,97;$28,03
od5SsOhweY;8iyU53g6i3;3ZksraziGv;Monthly;2022-08-21;$30,00;$0,00;$0,00;$30,00
IWsMSaWjU5;g9zT+45a+l;3ZksraziGv;Monthly;2022-08-21;$30,00;$0,00;$1,67;$28,33
zEwpQJ2x3n;ccwsBXfGPX;3ZksraziGv;Monthly;2022-08-21;$30,00;$0,00;$1,97;$28,03
gAbr/1bAkC;Lhj6Cv3EPk;3ZksraziGv;Monthly;2022-08-21;$30,00;$0,00;$1,67;$28,33
WZvdzbmXeR;XzLTt0LmB0;3ZksraziGv;Monthly;2022-08-21;$30,00;$0,00;$2,64;$27,36
IKQNEoNWKZ;bKTeyH8+P9;3ZksraziGv;Monthly;2022-08-21;$30,00;$0,00;$1,97;$28,03
3zj6PEarMs;x9TXb1fQfv;3ZksraziGv;Monthly;2022-08-21;$30,00;$0,00;$1,97;$28,03
yLQmXopZjs;PaQfV8tEsp;3ZksraziGv;Monthly;2022-08-21;$30,00;$0,00;$1,67;$28,33
6KO6PhQk4V;ELRenUj+yV;3ZksraziGv;Monthly;2022-08-21;$30,00;$0,00;$1,67;$28,33
JtEWj0S2F5;fjOrw2B6ml;3ZksraziGv;Monthly;2022-08-21;$30,00;$0,00;$1,67;$28,33
K0O9340Bme;HEJ37ik2IH;3ZksraziGv;Monthly;2022-08-21;$30,00;$0,00;$1,67;$28,33
8R5FPtbHV4;6+vJunwrgT;3ZksraziGv;Monthly;2022-08-21;$30,00;$0,00;$3,09;$26,91
XBFJxCOOzU;2EmxJBZ5Uz;3ZksraziGv;Monthly;2022-08-21;$30,00;$0,00;$1,67;$28,33
hKmeSLa5BS;Nde+6DXXy4;3ZksraziGv;Monthly;2022-08-21;$30,00;$0,00;$1,67;$28,33
zJZ9EDJ+la;XXOhMQzdV7;3ZksraziGv;Monthly;2022-08-21;$30,00;$0,00;$0,00;$30,00
fXGrvwtMYE;meWA2h/yTi;3ZksraziGv;Monthly;2022-08-21;$30,00;$0,00;$1,67;$28,33
efNYeoQbHX;8mQvCoYWMe;3ZksraziGv;Monthly;2022-08-21;$30,00;$0,00;$3,09;$26,91
8QkUSGKOd4;a/ffXnZaEq;3ZksraziGv;Monthly;2022-08-21;$30,00;$0,00;$0,00;$30,00
dUjO6w9mAO;7wqF2PNWHQ;3ZksraziGv;Monthly;2022-08-21;$30,00;$0,00;$1,67;$28,33
jPv3VBjG+S;xy2bA5p1AX;3ZksraziGv;Monthly;2022-08-21;$30,00;$0,00;$2,64;$27,36
Ks0WZLexOy;U0Z16WbbW5;3ZksraziGv;Monthly;2022-08-21;$30,00;$0,00;$1,97;$28,03
pNJSbLqPwb;qTCZSTS0+F;3ZksraziGv;Monthly;2022-08-21;$30,00;$0,00;$1,97;$28,03
hcs90Knrfw;CeTqx7R8si;3ZksraziGv;Monthly;2022-08-21;$30,00;$0,00;$1,67;$28,33
HHekSpvtmC;V34GwL1fkk;3ZksraziGv;Monthly;2022-08-21;$30,00;$0,00;$2,64;$27,36
pA940B7nRN;3F1oIUS61a;3ZksraziGv;Monthly;2022-08-21;$30,00;$0,00;$1,67;$28,33
j0iwKKf+A9;GFB9xEbMze;3ZksraziGv;Monthly;2022-08-21;$30,00;$0,00;$1,67;$28,33
MZEPKdMsVf;i5Julbk/pe;3ZksraziGv;Monthly;2022-08-21;$30,00;$0,00;$1,67;$28,33
/DS5/CJWnI;wQQXAqbMiI;4tWDsR5/vb;Annual;2022-08-21;$275,00;$0,00;$17,03;$257,97
KvF+AQQ+ol;Ye+520SLHn;3ZksraziGv;Monthly;2022-08-21;$30,00;$0,00;$1,97;$28,03
WGABwDfjff;vwq8rl8PCf;3ZksraziGv;Monthly;2022-08-21;$30,00;$0,00;$1,97;$28,03
heYjH5gaBb;kT53zuP2iq;3ZksraziGv;Monthly;2022-08-21;$30,00;$0,00;$3,09;$26,91
0r4YpclWf4;JwbinyLtYE;3ZksraziGv;Monthly;2022-08-22;$30,00;$0,00;$2,64;$27,36
xTxhIPorBT;q9KJ8L2TiO;3ZksraziGv;Monthly;2022-08-22;$30,00;$0,00;$0,00;$30,00
deFNR1h9II;lNaADjF/Nw;3ZksraziGv;Monthly;2022-08-22;$30,00;$0,00;$1,97;$28,03
8kYA8hr01i;2WMmI+DUav;3ZksraziGv;Monthly;2022-08-22;$30,00;$0,00;$3,09;$26,91
aRKgsM7mJW;/KOjWaDhN1;3ZksraziGv;Monthly;2022-08-22;$30,00;$0,00;$1,97;$28,03
0CsLdTb1Ri;rur60XEiPv;3ZksraziGv;Monthly;2022-08-22;$30,00;$0,00;$1,67;$28,33
PEnQpfjRuA;3GKoI6QFnK;3ZksraziGv;Monthly;2022-08-22;$30,00;$0,00;$1,97;$28,03
fHnJoTRdDd;LSbHV/WQsW;3ZksraziGv;Monthly;2022-08-22;$30,00;$0,00;$2,64;$27,36
EgaQGdnABO;7CVDoT2k8n;3ZksraziGv;Monthly;2022-08-22;$30,00;$0,00;$3,09;$26,91
N32gFwHTYZ;iss42OrQpc;3ZksraziGv;Monthly;2022-08-22;$30,00;$0,00;$2,64;$27,36
4PqUxC4mRr;rgQodeg5Cm;3ZksraziGv;Monthly;2022-08-22;$30,00;$7,50;$2,56;$19,94
rUolvFaXiv;m4u23ETv4g;3ZksraziGv;Monthly;2022-08-22;$30,00;$0,00;$1,67;$28,33
gL6Laz1bwq;dn7IePbg2l;3ZksraziGv;Monthly;2022-08-22;$30,00;$0,00;$3,09;$26,91
Pb5xGcK2dK;obMW/qoDI9;3ZksraziGv;Monthly;2022-08-22;$30,00;$0,00;$0,00;$30,00
jnB2My4WHW;YsBBDmNamq;3ZksraziGv;Monthly;2022-08-22;$30,00;$0,00;$1,67;$28,33
4rpJAgYhv9;yPKt2WLLvQ;3ZksraziGv;Monthly;2022-08-22;$30,00;$0,00;$1,97;$28,03
2OQYdPDQSb;bQvQxiot3v;3ZksraziGv;Monthly;2022-08-22;$30,00;$0,00;$1,67;$28,33
U0EppCrRcz;gziNH3ETa5;3ZksraziGv;Monthly;2022-08-22;$30,00;$0,00;$1,67;$28,33
ySRPTuV/FI;LyluA3QtHI;3ZksraziGv;Monthly;2022-08-22;$30,00;$0,00;$1,67;$28,33
6TO+8ZqMxM;fK2Ajl2h5T;3ZksraziGv;Monthly;2022-08-22;$30,00;$0,00;$2,64;$27,36
mwNYL5Z8rg;ukYfbwEJPO;3ZksraziGv;Monthly;2022-08-22;$30,00;$0,00;$3,09;$26,91
uN3BLnBOUq;4sPHHoffs/;3ZksraziGv;Monthly;2022-08-22;$30,00;$0,00;$1,97;$28,03
Q+DjFqHjJF;PyeTU+s7zC;3ZksraziGv;Monthly;2022-08-22;$30,00;$0,00;$1,67;$28,33
3RFpJytYsu;KtSPtzQWal;3ZksraziGv;Monthly;2022-08-22;$30,00;$0,00;$0,00;$30,00
PT206zM/lb;opzpvDvdUk;3ZksraziGv;Monthly;2022-08-22;$30,00;$0,00;$2,64;$27,36
++wSLSWxYu;QSpsebCwI3;4tWDsR5/vb;Annual;2022-08-22;$275,00;$77,00;$20,33;$177,67
yJH1nwC2th;SSpBD437AF;3ZksraziGv;Monthly;2022-08-22;$30,00;$0,00;$1,67;$28,33
JSsOddtTHC;hqYCsmOQ9R;3ZksraziGv;Monthly;2022-08-22;$30,00;$0,00;$2,64;$27,36
tYukuhY2U3;iXOf8wOmEd;3ZksraziGv;Monthly;2022-08-22;$30,00;$0,00;$1,97;$28,03
o4ZISUK5P7;jsQGzTREQF;3ZksraziGv;Monthly;2022-08-22;$30,00;$0,00;$0,00;$30,00
YBpTNpOfsa;CRAvJ8Dc3N;3ZksraziGv;Monthly;2022-08-22;$30,00;$0,00;$2,64;$27,36
AybzDH1q59;r8bxmqPneh;3ZksraziGv;Monthly;2022-08-22;$30,00;$0,00;$3,09;$26,91
XQQ+uFG4Kj;ref3LaShxc;3ZksraziGv;Monthly;2022-08-22;$30,00;$0,00;$1,67;$28,33
CdHKvHdNPD;NPnc+XvRDE;3ZksraziGv;Monthly;2022-08-22;$30,00;$0,00;$0,00;$30,00
EB79suNYRx;OFsfx4jAPl;3ZksraziGv;Monthly;2022-08-22;$30,00;$0,00;$2,64;$27,36
zxozyY+C43;KBnNEwaeNq;3ZksraziGv;Monthly;2022-08-22;$30,00;$0,00;$0,00;$30,00
inK99FFjC2;LgZ+u8XYPO;3ZksraziGv;Monthly;2022-08-22;$30,00;$0,00;$2,64;$27,36
FFfpAMN+YC;L1SxsfuEDP;3ZksraziGv;Monthly;2022-08-23;$30,00;$0,00;$0,00;$30,00
eP79dP6ZDE;M9tMc1f2u8;3ZksraziGv;Monthly;2022-08-23;$30,00;$0,00;$0,00;$30,00
elO9FbAp2Y;LMdeg96PzM;3ZksraziGv;Monthly;2022-08-23;$30,00;$0,00;$1,67;$28,33
PJGseJKL1V;kDvUt76Vsh;3ZksraziGv;Monthly;2022-08-23;$30,00;$0,00;$2,64;$27,36
ser1yDEfKR;q9KJ8L2TiO;3ZksraziGv;Monthly;2022-08-23;$30,00;$0,00;$0,00;$30,00
yOxubAU7Bw;jKkQdgUV0Q;3ZksraziGv;Monthly;2022-08-23;$30,00;$0,00;$1,97;$28,03
YlJq01N/Iu;/0cHTfQBaf;3ZksraziGv;Monthly;2022-08-23;$30,00;$0,00;$3,09;$26,91
rTWv9GSKbn;SihcrjQMhV;3ZksraziGv;Monthly;2022-08-23;$30,00;$0,00;$1,67;$28,33
EJuBeGbbdj;7T+HNxRnO9;3ZksraziGv;Monthly;2022-08-23;$30,00;$0,00;$0,00;$30,00
6vyIGO9a7W;SbF9D1CAIB;3ZksraziGv;Monthly;2022-08-23;$30,00;$0,00;$3,09;$26,91
sRDgefpkJX;olzh4UVuWa;3ZksraziGv;Monthly;2022-08-23;$30,00;$0,00;$1,67;$28,33
H+DrDjVgKE;rKzEnp2nH8;3ZksraziGv;Monthly;2022-08-23;$30,00;$0,00;$1,67;$28,33
OIU4wSO6ev;TTYrG0g7dZ;3ZksraziGv;Monthly;2022-08-23;$30,00;$0,00;$2,64;$27,36
ummaVeLCtz;4fB2satng3;3ZksraziGv;Monthly;2022-08-23;$30,00;$0,00;$1,67;$28,33
OYOpcdT74L;4cOlid983g;3ZksraziGv;Monthly;2022-08-23;$30,00;$0,00;$3,09;$26,91
t0yr7W2Wbd;h2KJw9UB+8;3ZksraziGv;Monthly;2022-08-23;$30,00;$0,00;$0,00;$30,00
RIWD+eJQFL;4u9R9mIMKa;3ZksraziGv;Monthly;2022-08-23;$30,00;$0,00;$3,09;$26,91
YqBp2xWRPt;YID74dccS9;3ZksraziGv;Monthly;2022-08-23;$30,00;$0,00;$3,09;$26,91
S/rJcLzLMB;t+dMP5O9Z3;3ZksraziGv;Monthly;2022-08-23;$30,00;$0,00;$1,67;$28,33
O3cw61SJD7;u7tZhruPBJ;3ZksraziGv;Monthly;2022-08-23;$30,00;$0,00;$0,00;$30,00
DmQnRBxXDR;T3MzzStONo;3ZksraziGv;Monthly;2022-08-23;$30,00;$0,00;$1,67;$28,33
1Lp1kuDyhY;WzmdmKAiSc;3ZksraziGv;Monthly;2022-08-23;$30,00;$0,00;$1,97;$28,03
fRyqC0lRGf;3nuW2H45Bb;3ZksraziGv;Monthly;2022-08-23;$30,00;$0,00;$3,09;$26,91
bMBCpvbOD6;cKKC0qCJdT;3ZksraziGv;Monthly;2022-08-23;$30,00;$0,00;$3,09;$26,91
T7qS+IeXdh;3m7zVz4ZdH;3ZksraziGv;Monthly;2022-08-23;$30,00;$0,00;$1,67;$28,33
Jks3nMRCp3;unTOt15DTb;3ZksraziGv;Monthly;2022-08-23;$30,00;$0,00;$1,67;$28,33
rI9QbevKmO;n7qcMXfJaF;3ZksraziGv;Monthly;2022-08-23;$30,00;$0,00;$1,67;$28,33
fzpjZ7hyQK;/4S4ZPopTa;3ZksraziGv;Monthly;2022-08-23;$30,00;$0,00;$1,67;$28,33
2hhpVw30t0;3gCmOMPEmV;3ZksraziGv;Monthly;2022-08-23;$30,00;$0,00;$1,67;$28,33
dLoWI00LiQ;G6FqvcF9jQ;3ZksraziGv;Monthly;2022-08-23;$30,00;$0,00;$3,09;$26,91
Lr6KGy8gjn;EkDd3ryX1u;3ZksraziGv;Monthly;2022-08-23;$30,00;$0,00;$1,97;$28,03
NIVnGvo3ez;AcsVtWej//;3ZksraziGv;Monthly;2022-08-23;$30,00;$0,00;$1,67;$28,33
zGstQuWSoc;vba3s/EqXn;3ZksraziGv;Monthly;2022-08-23;$30,00;$0,00;$1,67;$28,33
XMm3a1WXdn;3ngZvuAjQK;3ZksraziGv;Monthly;2022-08-23;$30,00;$0,00;$1,97;$28,03
HUtxw8V93Z;iILh0fLyk6;3ZksraziGv;Monthly;2022-08-23;$30,00;$0,00;$2,64;$27,36
NyZgr5Qcw7;bgVfi3wiA7;3ZksraziGv;Monthly;2022-08-23;$30,00;$0,00;$1,67;$28,33
k+Z2kJSeka;I4SFiN4XF0;3ZksraziGv;Monthly;2022-08-23;$30,00;$0,00;$1,97;$28,03
DvHLH+MLEO;VZGnQb4RqO;3ZksraziGv;Monthly;2022-08-23;$30,00;$0,00;$0,00;$30,00
DAA/WL8Wx1;kDIfxMNB1d;3ZksraziGv;Monthly;2022-08-23;$30,00;$0,00;$1,97;$28,03
YksQEPHl3D;J2w6orTHWa;3ZksraziGv;Monthly;2022-08-23;$30,00;$0,00;$2,64;$27,36
ZdbkayX+Vx;rMLL6R+/09;3ZksraziGv;Monthly;2022-08-23;$30,00;$0,00;$1,67;$28,33
PqBKsOu6d8;YR5z+p8KXD;3ZksraziGv;Monthly;2022-08-23;$30,00;$0,00;$1,97;$28,03
5OPw9BiPYF;JOy9CkgT54;3ZksraziGv;Monthly;2022-08-23;$30,00;$0,00;$1,67;$28,33
aCToJfm6vV;QIJBReoEz3;3ZksraziGv;Monthly;2022-08-23;$30,00;$0,00;$1,67;$28,33
v3LnYIFPER;LvCJH2sgTz;4tWDsR5/vb;Annual;2022-08-23;$275,00;$0,00;$17,03;$257,97
6LGAkHPzex;R+nGaQtBOb;3ZksraziGv;Monthly;2022-08-24;$30,00;$0,00;$3,09;$26,91
zeVpJq7DMu;N5o8Td/7P0;3ZksraziGv;Monthly;2022-08-24;$30,00;$0,00;$1,97;$28,03
IDSqC8u1ze;yLSAKjvWSv;3ZksraziGv;Monthly;2022-08-24;$30,00;$0,00;$1,67;$28,33
ufpWflFHbz;DaR1jnh+nV;3ZksraziGv;Monthly;2022-08-24;$30,00;$0,00;$1,67;$28,33
qEj17jJdyP;EWQCr9B8Q7;3ZksraziGv;Monthly;2022-08-24;$30,00;$0,00;$1,67;$28,33
Qvq9k96lGu;2MIwps3dDV;3ZksraziGv;Monthly;2022-08-24;$30,00;$0,00;$2,64;$27,36
+IkrEDk0pV;XhkTD7lLR+;3ZksraziGv;Monthly;2022-08-24;$30,00;$0,00;$1,67;$28,33
R2wxDRNVzd;3ZZyz/yrNy;3ZksraziGv;Monthly;2022-08-24;$30,00;$0,00;$1,97;$28,03
HCb0ls0MrN;oaFEOseANc;3ZksraziGv;Monthly;2022-08-24;$30,00;$0,00;$2,64;$27,36
ih+1mCCQWb;9k2wMHdrlo;4tWDsR5/vb;Annual;2022-08-24;$275,00;$77,00;$20,33;$177,67
zrS+/eohk1;1tFD6r6eF7;3ZksraziGv;Monthly;2022-08-24;$30,00;$0,00;$1,67;$28,33
e0pjQwEdbf;s8ZrEEP+vm;3ZksraziGv;Monthly;2022-08-24;$30,00;$0,00;$1,67;$28,33
H1BJoAFs9y;Xoshzqguib;3ZksraziGv;Monthly;2022-08-24;$30,00;$0,00;$3,09;$26,91
mzYSxWRQfG;2ASwoRllmX;3ZksraziGv;Monthly;2022-08-24;$30,00;$0,00;$1,67;$28,33
SIKIJWtwhd;SQnNn65HzP;3ZksraziGv;Monthly;2022-08-24;$30,00;$0,00;$2,64;$27,36
mgoCIPLTZI;PesjI0/T5+;3ZksraziGv;Monthly;2022-08-24;$30,00;$0,00;$1,97;$28,03
6RYk+fTWNs;vSjgn374AD;3ZksraziGv;Monthly;2022-08-24;$30,00;$0,00;$1,67;$28,33
ybBggxvFNu;9yHb4meb+8;3ZksraziGv;Monthly;2022-08-24;$30,00;$0,00;$1,67;$28,33
XFcsRL3nxS;g0DP/SuyRe;3ZksraziGv;Monthly;2022-08-24;$30,00;$0,00;$1,97;$28,03
iu+e/RbihA;3+R7CpD8nz;3ZksraziGv;Monthly;2022-08-24;$30,00;$0,00;$3,09;$26,91
MGRbYnCLIi;8lDOY3ytoJ;3ZksraziGv;Monthly;2022-08-24;$30,00;$0,00;$2,64;$27,36
bMn9YqjbNu;mJj9ZaDh7l;3ZksraziGv;Monthly;2022-08-24;$30,00;$0,00;$2,64;$27,36
0UmX3iX0qS;PLp1P2QHHL;3ZksraziGv;Monthly;2022-08-24;$30,00;$0,00;$1,97;$28,03
KDVbfjCOBh;ZUfDjDCDBa;3ZksraziGv;Monthly;2022-08-24;$30,00;$0,00;$1,67;$28,33
eluoQbd86v;LWRFbMSsoR;3ZksraziGv;Monthly;2022-08-24;$30,00;$0,00;$3,09;$26,91
GPAdH9ODpd;BnIX0fG44H;3ZksraziGv;Monthly;2022-08-24;$30,00;$0,00;$3,09;$26,91
OzWTA5+ypb;/YRf1ZxoQi;3ZksraziGv;Monthly;2022-08-24;$30,00;$0,00;$1,67;$28,33
zZ7RSVqdio;A6l4pSOQLT;3ZksraziGv;Monthly;2022-08-24;$30,00;$0,00;$1,67;$28,33
j8ZznE75Wb;SpHutpmoHf;3ZksraziGv;Monthly;2022-08-24;$30,00;$0,00;$0,00;$30,00
VweZJoL7sk;xIXTTTADhZ;4tWDsR5/vb;Annual;2022-08-24;$275,00;$77,00;$14,02;$183,98
Th9l5RpVrx;wHyA8dgeZz;3ZksraziGv;Monthly;2022-08-24;$30,00;$0,00;$2,64;$27,36
bfsLIawHcc;jqOoXnxxr8;3ZksraziGv;Monthly;2022-08-25;$30,00;$0,00;$1,67;$28,33
ACpnU9Qxau;W2us+qv1NR;3ZksraziGv;Monthly;2022-08-25;$30,00;$0,00;$1,97;$28,03
fzkmLm70jP;n3vTzUeq6o;3ZksraziGv;Monthly;2022-08-25;$30,00;$0,00;$1,67;$28,33
xp6Vk1stVN;7AxplJovjI;3ZksraziGv;Monthly;2022-08-25;$30,00;$0,00;$0,00;$30,00
QeNSByTuRj;F4sHgnuxxu;3ZksraziGv;Monthly;2022-08-25;$30,00;$0,00;$1,67;$28,33
+F3xwH/MJM;tQDSY/Kpe9;3ZksraziGv;Monthly;2022-08-25;$30,00;$0,00;$1,67;$28,33
y0juXHR7nQ;Rnx8BQBsQ9;3ZksraziGv;Monthly;2022-08-25;$30,00;$0,00;$3,09;$26,91
KaLzcIGuOS;oO3ZnlBZg9;3ZksraziGv;Monthly;2022-08-25;$30,00;$0,00;$1,97;$28,03
hUg9dL9ibZ;vnQ+Jy1Dei;3ZksraziGv;Monthly;2022-08-25;$30,00;$0,00;$0,00;$30,00
2kwIfnJpoZ;SkBSGNJYg3;3ZksraziGv;Monthly;2022-08-25;$30,00;$0,00;$0,00;$30,00
+3IAkWbdX7;/9vD8B2TwY;3ZksraziGv;Monthly;2022-08-25;$30,00;$0,00;$2,64;$27,36
